sh.603799,1.377700,0.792800,7.415700
sh.600588,1.947100,-0.665200,-5.443900
sh.600111,0.817800,-0.368700,3.256800
sz.300496,2.011900,0.365200,-2.151100
sz.300454,1.875900,-1.140300,-2.381500
sz.300033,0.960100,-0.440100,2.407600
sz.300014,1.829100,-0.315100,4.425700
sz.002371,2.645900,-2.896100,-0.822400
sz.000661,0.747700,6.836600,-1.087100
sz.000100,2.924800,-1.488500,0.961500
sh.603799,1.377700,0.792800,7.415700
sh.600588,1.947100,-0.665200,-5.443900
sh.600111,0.817800,-0.368700,3.256800
sz.300496,2.011900,0.365200,-2.151100
sz.300014,1.829100,-0.315100,4.425700
sz.002371,2.645900,-2.896100,-0.822400
sz.000661,0.747700,6.836600,-1.087100
sz.000100,2.924800,-1.488500,0.961500
sh.603799,1.377700,0.792800,7.415700
sh.600588,1.947100,-0.665200,-5.443900
sh.600111,0.817800,-0.368700,3.256800
sz.300496,2.011900,0.365200,-2.151100
sz.300014,1.829100,-0.315100,4.425700
sz.002371,2.645900,-2.896100,-0.822400
sz.000661,0.747700,6.836600,-1.087100
sz.000100,2.924800,-1.488500,0.961500
sh.603799,1.377700,0.792800,7.415700
sh.600588,1.947100,-0.665200,-5.443900
sh.600111,0.817800,-0.368700,3.256800
sz.300496,2.011900,0.365200,-2.151100
sz.300014,1.829100,-0.315100,4.425700
sz.002371,2.645900,-2.896100,-0.822400
sz.000661,0.747700,6.836600,-1.087100
sz.000100,2.924800,-1.488500,0.961500
sh.603799,1.377700,0.792800,7.415700
sh.600588,1.947100,-0.665200,-5.443900
sh.600111,0.817800,-0.368700,3.256800
sz.300496,2.011900,0.365200,-2.151100
sz.300014,1.829100,-0.315100,4.425700
sz.002371,2.645900,-2.896100,-0.822400
sz.000661,0.747700,6.836600,-1.087100
sz.000100,2.924800,-1.488500,0.961500
