sh.603658,2.775000,0.373700,1.597200
sh.603259,-0.757400,1.998800,1.009500
sh.601888,0.125200,5.416700,-1.280600
sh.601229,1.811600,-0.830400,-0.358800
sh.600406,-0.746300,0.350900,-0.099900
sh.600196,1.060600,0.149900,4.311400
sz.300760,1.730800,1.457300,-0.801900
sz.300496,1.317600,3.687300,-1.180500
sz.300142,0.194200,2.228700,2.274900
sz.300059,0.620000,1.663600,-0.484800
sz.300033,-0.517400,1.157500,-1.409600
sz.002920,0.275500,4.945100,-6.631800
sz.002841,0.210700,1.797700,-0.464700
sz.002601,1.190500,1.058800,0.582100
sz.002555,1.939300,-0.682900,1.056000
sz.002271,-0.827300,2.747800,-1.384900
sz.000625,0.261500,0.521700,-0.605500
sz.002920,0.275500,4.945100,-6.631800
