sh.603517,-0.553200,-0.085600,-1.327600
sh.601985,-0.894900,0.225700,-2.252300
sh.601966,0.902700,0.894600,-7.290600
sh.601877,0.084900,-0.296900,-3.870700
sh.601600,-0.673400,0.339000,-2.027000
sh.601360,1.648400,0.098300,-4.958300
sh.600919,-0.497500,0.833300,-2.479300
sh.600887,0.614400,1.831900,-2.963000
sh.600570,1.519300,0.771000,-5.648100
sh.600426,0.568200,-1.067200,-6.725900
sz.300498,0.382200,-0.126900,-2.986000
sz.300454,1.335300,-0.262400,-7.926800
sz.300122,-0.947500,1.964500,1.625100
sz.002714,2.229600,-2.855200,-4.455900
sz.002607,2.844400,3.802900,-2.123200
sz.002271,-0.451000,5.501600,0.153400
sz.002230,2.469800,-0.766900,-4.112600
sz.002049,2.484300,-1.493100,-8.166900
sz.000538,-0.661400,2.130500,-0.521500
sz.000157,-0.183500,2.757400,0.715600
sz.000027,0.945200,0.749100,-0.929400
sz.300454,1.335300,-0.262400,-7.926800
sz.300454,1.335300,-0.262400,-7.926800
sz.300454,1.335300,-0.262400,-7.926800
