sh.603986,2.944300,1.442900,1.148100
sh.603899,1.661900,0.141300,1.572000
sh.600584,1.923100,0.482700,4.279500
sz.300750,1.087000,-0.118300,0.495200
sz.300628,1.778400,-0.146700,0.440800
sz.300595,0.966600,-2.273600,2.898000
sz.300529,1.409100,-2.069800,1.758800
sz.300450,1.469100,2.590800,-0.965600
sz.300347,0.834600,-1.921000,1.114700
sz.300015,1.499100,-3.171900,0.600100
sz.002920,2.294300,1.708800,0.525000
sz.002371,2.438700,-1.849200,1.647100
sz.002064,0.819700,-0.487800,-0.817000
sh.603986,2.944300,1.442900,1.148100
sh.603899,1.661900,0.141300,1.572000
sh.600584,1.923100,0.482700,4.279500
sz.300628,1.778400,-0.146700,0.440800
sz.300450,1.469100,2.590800,-0.965600
sz.002920,2.294300,1.708800,0.525000
sz.002371,2.438700,-1.849200,1.647100
sz.002064,0.819700,-0.487800,-0.817000
sh.603986,2.944300,1.442900,1.148100
sh.603899,1.661900,0.141300,1.572000
sh.600584,1.923100,0.482700,4.279500
sz.300628,1.778400,-0.146700,0.440800
sz.300450,1.469100,2.590800,-0.965600
sz.300015,1.499100,-3.171900,0.600100
sz.002920,2.294300,1.708800,0.525000
sz.002371,2.438700,-1.849200,1.647100
sz.002064,0.819700,-0.487800,-0.817000
sh.603986,2.944300,1.442900,1.148100
sh.603899,1.661900,0.141300,1.572000
sh.600584,1.923100,0.482700,4.279500
sz.300628,1.778400,-0.146700,0.440800
sz.300450,1.469100,2.590800,-0.965600
sz.300015,1.499100,-3.171900,0.600100
sz.002920,2.294300,1.708800,0.525000
sz.002371,2.438700,-1.849200,1.647100
sz.002064,0.819700,-0.487800,-0.817000
sh.603986,2.944300,1.442900,1.148100
sh.603899,1.661900,0.141300,1.572000
sh.600584,1.923100,0.482700,4.279500
sz.300628,1.778400,-0.146700,0.440800
sz.300450,1.469100,2.590800,-0.965600
sz.300015,1.499100,-3.171900,0.600100
sz.002920,2.294300,1.708800,0.525000
sz.002371,2.438700,-1.849200,1.647100
sz.002064,0.819700,-0.487800,-0.817000
