sh.603369,2.860281,-1.604274,-1.739129
sh.601336,1.011562,2.416151,-3.771535
sh.600690,0.506188,2.742024,-3.703705
sh.600584,1.815644,-1.440329,1.878918
sz.300628,-0.090367,9.999997,-8.359976
sz.300529,0.822565,4.029301,-2.848910
sz.300142,0.000000,-1.985820,-1.808972
sz.002311,1.180440,1.666667,0.590165
sz.000063,0.029338,7.040192,0.739919
sh.603369,2.860281,-1.604274,-1.739129
sh.601336,1.011562,2.416151,-3.771535
sh.600690,0.506188,2.742024,-3.703705
sh.600584,1.815644,-1.440329,1.878918
sz.300628,-0.090367,9.999997,-8.359976
sz.300529,0.822565,4.029301,-2.848910
sz.300142,0.000000,-1.985820,-1.808972
sz.002311,1.180440,1.666667,0.590165
sz.000063,0.029338,7.040192,0.739919
sh.603369,2.860281,-1.604274,-1.739129
sh.601336,1.011562,2.416151,-3.771535
sh.600690,0.506188,2.742024,-3.703705
sh.600584,1.815644,-1.440329,1.878918
sz.300628,-0.090367,9.999997,-8.359976
sz.300529,0.822565,4.029301,-2.848910
sz.300142,0.000000,-1.985820,-1.808972
sz.002311,1.180440,1.666667,0.590165
sz.000063,0.029338,7.040192,0.739919
sh.603369,2.860281,-1.604274,-1.739129
sh.601336,1.011562,2.416151,-3.771535
sh.600690,0.506188,2.742024,-3.703705
sh.600584,1.815644,-1.440329,1.878918
sz.300628,-0.090367,9.999997,-8.359976
sz.300529,0.822565,4.029301,-2.848910
sz.300142,0.000000,-1.985820,-1.808972
sz.002311,1.180440,1.666667,0.590165
sz.000063,0.029338,7.040192,0.739919
sh.603369,2.860281,-1.604274,-1.739129
sh.601336,1.011562,2.416151,-3.771535
sh.600690,0.506188,2.742024,-3.703705
sh.600584,1.815644,-1.440329,1.878918
sz.300628,-0.090367,9.999997,-8.359976
sz.300529,0.822565,4.029301,-2.848910
sz.300142,0.000000,-1.985820,-1.808972
sz.002311,1.180440,1.666667,0.590165
sz.000063,0.029338,7.040192,0.739919
