sh.603833,2.261900,-0.640300,-0.066900
sh.601818,0.266700,0.531900,-0.529100
sh.601100,0.425800,0.393700,0.603300
sh.600893,1.246200,4.371800,-0.854000
sh.600754,0.166700,-0.582600,-0.209300
sz.300433,-0.115500,0.924900,7.903800
sz.002841,0.058400,2.826800,0.238600
sz.002414,0.946700,5.330700,1.265200
sz.000876,0.722800,-0.973900,0.258800
sz.000768,1.260200,8.338500,1.780600
sh.603833,2.261900,-0.640300,-0.066900
sh.601100,0.425800,0.393700,0.603300
sh.600893,1.246200,4.371800,-0.854000
sz.300433,-0.115500,0.924900,7.903800
sz.002841,0.058400,2.826800,0.238600
sz.002414,0.946700,5.330700,1.265200
sz.000876,0.722800,-0.973900,0.258800
sz.000768,1.260200,8.338500,1.780600
