date,code,volume,pctChg
2020-01-17,sz.000027,8387293,0.492600
2020-01-20,sz.000027,9152443,-0.163400
2020-01-21,sz.000027,8195878,-1.309300
2020-01-22,sz.000027,8232480,-0.497500
2020-01-23,sz.000027,10075455,-1.500000
2020-02-03,sz.000027,10793349,-9.983100
2020-02-04,sz.000027,12538848,0.000000
2020-02-05,sz.000027,11671801,0.939800
2020-02-06,sz.000027,9317324,1.117300
2020-02-07,sz.000027,15905788,0.000000
2020-02-10,sz.000027,12652354,1.289100
2020-02-11,sz.000027,8390244,0.363600
2020-02-12,sz.000027,7070981,1.087000
2020-02-13,sz.000027,8208005,-1.612900
2020-02-14,sz.000027,6051640,0.000000
2020-02-17,sz.000027,10338072,2.003600
2020-02-18,sz.000027,11055040,0.357100
2020-02-19,sz.000027,7742822,-0.355900
2020-02-20,sz.000027,11742350,1.250000
2020-02-21,sz.000027,12074530,-0.176400
2020-02-24,sz.000027,11533969,-0.706700
2020-02-25,sz.000027,16654847,-1.601400
2020-02-26,sz.000027,12823395,0.542500
2020-02-27,sz.000027,11723739,0.539600
2020-02-28,sz.000027,12204256,-2.862300
2020-03-02,sz.000027,12013131,2.946600
2020-03-03,sz.000027,12875391,0.715600
2020-03-04,sz.000027,9204632,0.355200
2020-03-05,sz.000027,18261549,1.592900
2020-03-06,sz.000027,11272267,-1.393700
2020-03-09,sz.000027,12276467,-2.120100
2020-03-10,sz.000027,13446064,0.902500
2020-03-11,sz.000027,10368307,-0.536700
2020-03-12,sz.000027,8892770,-1.618700
2020-03-13,sz.000027,12508455,-0.731300
2020-03-16,sz.000027,9375431,-1.841600
2020-03-17,sz.000027,9601123,0.187600
2020-03-18,sz.000027,8419192,-0.936300
2020-03-19,sz.000027,12298892,0.945200
2020-03-20,sz.000027,7459401,0.749100
2020-03-23,sz.000027,6849764,-0.929400
2020-03-24,sz.000027,8085240,1.313300
2020-03-25,sz.000027,7260929,0.740700
2020-03-26,sz.000027,5001188,-0.735300
2020-03-27,sz.000027,6399649,0.370400
2020-03-30,sz.000027,6247299,-0.184500
2020-03-31,sz.000027,4540812,-0.554500
2020-04-01,sz.000027,5914803,-0.185900
2020-04-02,sz.000027,5407616,0.744900
2020-04-03,sz.000027,7425893,0.554500
2020-04-07,sz.000027,11875853,0.183800
2020-04-08,sz.000027,7791478,-0.917400
2020-04-09,sz.000027,5098555,0.000000
2020-04-10,sz.000027,4957313,-0.555600
2020-04-13,sz.000027,4232968,-0.558700
2020-04-14,sz.000027,4305211,0.374500
2020-04-15,sz.000027,6810184,0.000000
2020-04-16,sz.000027,7342258,0.559700
2020-04-17,sz.000027,7326405,-0.185500
2020-04-20,sz.000027,5898216,-0.557600
2020-04-21,sz.000027,5593736,-0.934600
