date,code,volume,pctChg,close,high,amount,turn
2017-06-01,sz.002714,2945399,-1.614904,23.7600,24.1800,70194036.0000,0.489196
2017-06-02,sz.002714,2921456,-0.252523,23.7000,23.9400,69440750.0000,0.485220
2017-06-05,sz.002714,3598649,1.983119,24.1700,24.2500,86563151.0000,0.597693
2017-06-06,sz.002714,5507832,2.399669,24.7500,24.8600,135618430.0000,0.914786
2017-06-07,sz.002714,6168678,1.858582,25.2100,25.4400,155644899.0000,1.024545
2017-06-08,sz.002714,3008833,0.079335,25.2300,25.3500,75723443.0000,0.499732
2017-06-09,sz.002714,6341844,1.426875,25.5900,25.8500,162142478.0000,1.053306
2017-06-12,sz.002714,3903398,-0.547086,25.4500,25.7900,99665543.0000,0.648309
2017-06-13,sz.002714,4083737,1.218073,25.7600,25.8500,105106061.0000,0.678261
2017-06-14,sz.002714,5458639,1.125773,26.0500,26.2000,141578508.0000,0.906616
2017-06-15,sz.002714,5649675,-1.420341,25.6800,26.0500,145612436.0000,0.938345
2017-06-16,sz.002714,2864598,-0.038942,25.6700,25.8800,73395817.0000,0.475776
2017-06-19,sz.002714,3391321,0.895986,25.9000,26.1400,88043509.0000,0.563259
2017-06-20,sz.002714,4629966,1.698844,26.3400,26.4000,121139469.0000,0.768983
2017-06-21,sz.002714,4854300,-0.113898,26.3100,26.8500,128823553.0000,0.806242
2017-06-22,sz.002714,4816310,0.038009,26.3200,26.9200,128209398.0000,0.799933
2017-06-23,sz.002714,4386438,0.265956,26.3900,26.8000,115975731.0000,0.728536
2017-06-26,sz.002714,3095580,0.833654,26.6100,26.7000,82079035.0000,0.514140
2017-06-27,sz.002714,3761185,-1.202554,26.2900,26.6800,99473138.0000,0.624689
2017-06-28,sz.002714,3532370,-0.874863,26.0600,26.6000,92575524.0000,0.586685
2017-06-29,sz.002714,3985172,1.304682,26.4000,26.5900,105234167.0000,0.661890
2017-06-30,sz.002714,6372943,3.106060,27.2200,27.5000,173371214.0000,1.058471
2017-07-03,sz.002714,7413848,-0.698011,27.0300,27.2800,199818381.0000,1.231353
2017-07-04,sz.002714,9788320,2.552714,27.7200,27.9800,270503712.0000,1.625725
2017-07-05,sz.002714,5696011,0.072152,27.7400,28.0000,157886423.0000,0.946041
2017-07-06,sz.002714,9075996,1.514059,28.1600,28.3500,255241661.0000,1.507416
2017-07-07,sz.002714,8257122,1.526990,28.5900,28.6900,235154809.0000,1.371411
2017-07-10,sz.002714,19647162,4.302202,29.8200,31.0000,586022928.0000,3.263163
2017-07-11,sz.002714,10982612,-1.304494,28.7500,29.2300,315629872.0000,1.824083
2017-07-12,sz.002714,9464265,0.765215,28.9700,29.4000,274046816.0000,1.571903
2017-07-13,sz.002714,7246317,1.311705,29.3500,29.3500,210735075.0000,1.203528
2017-07-14,sz.002714,8652802,-1.499150,28.9100,29.7200,251053238.0000,1.437129
2017-07-17,sz.002714,10901425,-5.672776,27.2700,28.9100,302696672.0000,1.810599
2017-07-18,sz.002714,7459894,2.383570,27.9200,27.9800,205200367.0000,1.239001
2017-07-19,sz.002714,8180202,1.361028,28.3000,28.5800,231094756.0000,1.358636
2017-07-20,sz.002714,8329113,0.388695,28.4100,29.1700,239086378.0000,1.383368
2017-07-21,sz.002714,6524060,1.020771,28.7000,28.7800,186521907.0000,1.083570
2017-07-24,sz.002714,7306334,1.567940,29.1500,29.3300,212454269.0000,1.213496
2017-07-25,sz.002714,6811491,-2.024014,28.5600,29.3000,195618880.0000,1.131309
2017-07-26,sz.002714,8369793,-2.661065,27.8000,28.7000,232953320.0000,1.390124
2017-07-27,sz.002714,5726886,0.071944,27.8200,27.9900,158610178.0000,0.951169
2017-07-28,sz.002714,6872552,2.695902,28.5700,28.7500,195432317.0000,1.141450
2017-07-31,sz.002714,7154216,-0.420017,28.4500,28.6000,201749567.0000,1.188231
2017-08-01,sz.002714,12805940,-3.339194,27.5000,28.4300,353075920.0000,2.126916
2017-08-02,sz.002714,5248954,0.981820,27.7700,27.8700,145109846.0000,0.871790
2017-08-03,sz.002714,6253737,-1.332376,27.4000,27.8000,171212413.0000,1.038672
2017-08-04,sz.002714,6031105,2.189782,28.0000,28.1100,167196245.0000,1.001696
2017-08-07,sz.002714,12875583,4.285717,29.2000,29.6700,372712464.0000,2.138483
2017-08-08,sz.002714,28869024,9.999993,32.1200,32.1200,897510256.0000,4.794806
2017-08-09,sz.002714,17749918,0.373608,32.2400,32.8000,568157648.0000,2.948053
2017-08-10,sz.002714,13116806,-2.047152,31.5800,32.0500,411323744.0000,2.178548
2017-08-11,sz.002714,16249699,2.248261,32.2900,32.6600,519520832.0000,2.698884
2017-08-14,sz.002714,11011936,1.765251,32.8600,32.9000,356164784.0000,1.828953
2017-08-15,sz.002714,7904854,-1.399875,32.4000,32.8400,255640716.0000,1.312903
2017-08-16,sz.002714,7180517,-1.049383,32.0600,32.6100,229419860.0000,1.192600
2017-08-17,sz.002714,5012755,-0.031198,32.0500,32.4200,160470070.0000,0.832560
2017-08-18,sz.002714,4884071,-0.998439,31.7300,32.3200,155466059.0000,0.811187
2017-08-21,sz.002714,5015407,-0.945475,31.4300,31.9500,157845435.0000,0.833000
2017-08-22,sz.002714,13980531,7.381482,33.7500,34.4800,468114992.0000,2.322002
2017-08-23,sz.002714,7342022,-0.622220,33.5400,34.2800,246485184.0000,1.219424
2017-08-24,sz.002714,11021980,4.830050,35.1600,35.1700,381626016.0000,1.830622
2017-08-25,sz.002714,10197228,1.507391,35.6900,36.2000,360110848.0000,1.693640
