date,code,volume,pctChg,close,high,amount,turn
2017-06-01,sz.000002,26636505,-0.799624,21.0900,21.3700,562162016.0000,0.274347
2017-06-02,sz.000002,23539743,-0.663819,20.9500,21.3000,493992192.0000,0.242451
2017-06-05,sz.000002,28554445,0.715989,21.1000,21.2600,602173920.0000,0.294101
2017-06-06,sz.000002,49277587,-1.090045,20.8700,21.4500,1044876416.0000,0.507542
2017-06-07,sz.000002,0,0.000000,20.8700,20.8700,0.0000,
2017-06-08,sz.000002,0,0.000000,20.8700,20.8700,0.0000,
2017-06-09,sz.000002,0,0.000000,20.8700,20.8700,0.0000,
2017-06-12,sz.000002,94427646,3.977000,21.7000,22.8000,2080848960.0000,0.972572
2017-06-13,sz.000002,47100192,1.382485,22.0000,22.4600,1040218320.0000,0.485115
2017-06-14,sz.000002,37010735,-2.954544,21.3500,21.9000,798534304.0000,0.381198
2017-06-15,sz.000002,23320862,-1.451988,21.0400,21.3000,489523680.0000,0.240197
2017-06-16,sz.000002,13929822,-0.475287,20.9400,21.1800,292396352.0000,0.143472
2017-06-19,sz.000002,11891552,0.191017,20.9800,21.0700,249680284.0000,0.122479
2017-06-20,sz.000002,23675586,0.238328,21.0300,21.2700,497795184.0000,0.243850
2017-06-21,sz.000002,19454251,0.047552,21.0400,21.4300,411153776.0000,0.200372
2017-06-22,sz.000002,71592906,3.992387,21.8800,22.3000,1562559168.0000,0.737382
2017-06-23,sz.000002,125118677,10.009140,24.0700,24.0700,2905465120.0000,1.288679
2017-06-26,sz.000002,171118298,10.012460,26.4800,26.4800,4396209664.0000,1.762459
2017-06-27,sz.000002,119838030,-3.549844,25.5400,26.0300,3059693488.0000,1.234290
2017-06-28,sz.000002,94632009,-2.114334,25.0000,25.8900,2391062416.0000,0.974677
2017-06-29,sz.000002,70695831,0.639999,25.1600,25.4200,1767701600.0000,0.728142
2017-06-30,sz.000002,59561483,-0.755169,24.9700,25.3900,1487556608.0000,0.613456
2017-07-03,sz.000002,45293799,-1.601921,24.5700,25.2000,1115270384.0000,0.466506
2017-07-04,sz.000002,74051874,-2.889699,23.8600,24.9300,1798526832.0000,0.762701
2017-07-05,sz.000002,74782798,2.849959,24.5400,24.6500,1802258144.0000,0.770229
