date,code,volume,pctChg,close
2017-06-01,sh.600489,24485441,-2.805609,9.7000
2017-06-02,sh.600489,21986195,0.412371,9.7400
2017-06-05,sh.600489,35690465,3.182756,10.0500
2017-06-06,sh.600489,23898606,0.895524,10.1400
2017-06-07,sh.600489,36915018,0.788954,10.2200
2017-06-08,sh.600489,21251037,-0.684938,10.1500
2017-06-09,sh.600489,24893099,-1.182265,10.0300
2017-06-12,sh.600489,23361218,-0.697903,9.9600
2017-06-13,sh.600489,22613925,1.104414,10.0700
2017-06-14,sh.600489,29572856,0.695141,10.1400
2017-06-15,sh.600489,24395981,-0.295865,10.1100
2017-06-16,sh.600489,22109381,-0.791295,10.0300
2017-06-19,sh.600489,16076775,0.199406,10.0500
2017-06-20,sh.600489,25816028,0.597010,10.1100
2017-06-21,sh.600489,25365514,0.296743,10.1400
2017-06-22,sh.600489,39290057,-0.098622,10.1300
2017-06-23,sh.600489,37192454,-1.085880,10.0200
2017-06-26,sh.600489,33306752,0.099793,10.0300
2017-06-27,sh.600489,38148908,0.099703,10.0400
2017-06-28,sh.600489,40590506,0.298802,10.0700
2017-06-29,sh.600489,28228236,0.198614,10.0900
2017-06-30,sh.600489,17724763,-0.594652,10.0300
2017-07-03,sh.600489,18827716,0.000000,10.0300
2017-07-04,sh.600489,18066510,-0.099694,10.0200
2017-07-05,sh.600489,20391408,0.400400,10.0300
2017-07-06,sh.600489,45307836,1.395816,10.1700
2017-07-07,sh.600489,47148701,1.179940,10.2900
2017-07-10,sh.600489,37620215,-0.971821,10.1900
2017-07-11,sh.600489,30042160,-1.472028,10.0400
2017-07-12,sh.600489,33449432,1.294822,10.1700
2017-07-13,sh.600489,86403142,3.343168,10.5100
2017-07-14,sh.600489,37425456,-1.427218,10.3600
2017-07-17,sh.600489,81753374,-1.351346,10.2200
2017-07-18,sh.600489,52146429,2.446184,10.4700
2017-07-19,sh.600489,136000648,6.017193,11.1000
2017-07-20,sh.600489,77893636,-1.441449,10.9400
2017-07-21,sh.600489,58321723,-0.091401,10.9300
2017-07-24,sh.600489,57271385,-0.640445,10.8600
2017-07-25,sh.600489,51669442,-1.657453,10.6800
2017-07-26,sh.600489,42047052,0.000000,10.6800
2017-07-27,sh.600489,49812474,1.310856,10.8200
2017-07-28,sh.600489,33890937,-1.386318,10.6700
2017-07-31,sh.600489,58743933,2.530455,10.9400
2017-08-01,sh.600489,73169274,1.279711,11.0800
2017-08-02,sh.600489,70255989,-1.624551,10.9000
2017-08-03,sh.600489,38966171,0.458717,10.9500
2017-08-04,sh.600489,134016316,5.022833,11.5000
2017-08-07,sh.600489,78427062,-1.391303,11.3400
2017-08-08,sh.600489,77817171,0.352733,11.3800
2017-08-09,sh.600489,58810333,1.230232,11.5200
2017-08-10,sh.600489,111660839,0.434021,11.5700
2017-08-11,sh.600489,155511475,-2.765771,11.2500
2017-08-14,sh.600489,68597866,-0.266664,11.2200
2017-08-15,sh.600489,65179505,-2.228164,10.9700
2017-08-16,sh.600489,47811449,-1.093891,10.8500
2017-08-17,sh.600489,52116751,1.658980,11.0300
2017-08-18,sh.600489,37059163,-0.271983,11.0000
2017-08-21,sh.600489,70261396,1.818180,11.2000
2017-08-22,sh.600489,41228484,-0.982140,11.0900
2017-08-23,sh.600489,34297477,-1.262402,10.9500
2017-08-24,sh.600489,31980382,-1.369860,10.8000
2017-08-25,sh.600489,29248956,1.203705,10.9300
2017-08-28,sh.600489,58719053,2.470261,11.2000
2017-08-29,sh.600489,61726123,0.357142,11.2400
2017-08-30,sh.600489,41424683,-0.622773,11.1700
2017-08-31,sh.600489,30070096,-0.179055,11.1500
2017-09-01,sh.600489,59612982,1.793729,11.3500
2017-09-04,sh.600489,92900197,3.083695,11.7000
2017-09-05,sh.600489,50177468,-1.965808,11.4700
2017-09-06,sh.600489,51419190,0.000000,11.4700
2017-09-07,sh.600489,37377483,-1.569314,11.2900
2017-09-08,sh.600489,68996989,1.948629,11.5100
2017-09-11,sh.600489,44884760,-1.650743,11.3200
2017-09-12,sh.600489,40064270,-0.618372,11.2500
2017-09-13,sh.600489,28171923,-0.533337,11.1900
2017-09-14,sh.600489,24264883,-0.625556,11.1200
2017-09-15,sh.600489,22773506,0.179860,11.1400
2017-09-18,sh.600489,24045765,-0.269306,11.1100
2017-09-19,sh.600489,26267826,-0.900085,11.0100
2017-09-20,sh.600489,30488729,1.453223,11.1700
2017-09-21,sh.600489,36724564,-2.417193,10.9000
2017-09-22,sh.600489,29199990,-0.550454,10.8400
2017-09-25,sh.600489,20475200,-1.568266,10.6700
2017-09-26,sh.600489,17887176,0.749765,10.7500
2017-09-27,sh.600489,16218979,-0.558143,10.6900
2017-09-28,sh.600489,20480997,-1.122543,10.5700
2017-09-29,sh.600489,17465449,1.419116,10.7200
2017-10-09,sh.600489,21389953,0.559697,10.7800
2017-10-10,sh.600489,22497755,-0.371057,10.7400
2017-10-11,sh.600489,20378783,-0.744878,10.6600
2017-10-12,sh.600489,19802289,0.656658,10.7300
2017-10-13,sh.600489,19852383,-0.465976,10.6800
2017-10-16,sh.600489,24857472,0.000000,10.6800
2017-10-17,sh.600489,20714275,-1.966292,10.4700
2017-10-18,sh.600489,13646176,-0.191026,10.4500
2017-10-19,sh.600489,20650911,-2.392344,10.2000
2017-10-20,sh.600489,10748690,0.882355,10.2900
2017-10-23,sh.600489,13750369,-0.583094,10.2300
2017-10-24,sh.600489,16714840,0.879767,10.3200
2017-10-25,sh.600489,14870054,0.193803,10.3400
2017-10-26,sh.600489,16129232,0.773694,10.4200
2017-10-27,sh.600489,18675604,-1.823422,10.2300
2017-10-30,sh.600489,20405279,-2.052777,10.0200
2017-10-31,sh.600489,10255280,0.598797,10.0800
2017-11-01,sh.600489,14667517,0.396825,10.1200
2017-11-02,sh.600489,18503650,-0.691697,10.0500
2017-11-03,sh.600489,25677922,-1.492543,9.9000
2017-11-06,sh.600489,17871815,-0.202015,9.8800
2017-11-07,sh.600489,17152388,0.404858,9.9200
2017-11-08,sh.600489,17507399,0.403225,9.9600
2017-11-09,sh.600489,15925452,0.401606,10.0000
2017-11-10,sh.600489,17591071,-0.400000,9.9600
2017-11-13,sh.600489,20029834,-1.004020,9.8600
2017-11-14,sh.600489,18229466,0.405679,9.9000
2017-11-15,sh.600489,37815745,1.717173,10.0700
2017-11-16,sh.600489,18744863,-0.893745,9.9800
2017-11-17,sh.600489,28493948,-1.503002,9.8300
2017-11-20,sh.600489,22003804,0.508649,9.8800
2017-11-21,sh.600489,19450504,-0.607292,9.8200
2017-11-22,sh.600489,23636570,0.916498,9.9100
2017-11-23,sh.600489,25567004,-0.908175,9.8200
2017-11-24,sh.600489,17360543,-0.509157,9.7700
2017-11-27,sh.600489,11811605,0.000000,9.7700
2017-11-28,sh.600489,13447675,0.614119,9.8300
2017-11-29,sh.600489,24406452,1.017298,9.9300
2017-11-30,sh.600489,22963709,-2.014106,9.7300
2017-12-01,sh.600489,18121891,-0.308322,9.7000
2017-12-04,sh.600489,19793145,-1.134017,9.5900
2017-12-05,sh.600489,25040622,-1.772681,9.4200
2017-12-06,sh.600489,29268458,-1.486203,9.2800
2017-12-07,sh.600489,63765674,3.340522,9.5900
2017-12-08,sh.600489,32480138,0.104278,9.6000
2017-12-11,sh.600489,17663190,0.208328,9.6200
2017-12-12,sh.600489,12845818,-0.415800,9.5800
2017-12-13,sh.600489,11307024,0.417536,9.6200
2017-12-14,sh.600489,30421508,0.727648,9.6900
2017-12-15,sh.600489,29218385,1.135197,9.8000
2017-12-18,sh.600489,22106677,-0.204086,9.7800
2017-12-19,sh.600489,20925454,0.000000,9.7800
2017-12-20,sh.600489,17204384,-1.738242,9.6100
2017-12-21,sh.600489,15333159,0.104061,9.6200
2017-12-22,sh.600489,14484149,-0.415800,9.5800
2017-12-25,sh.600489,24510910,1.461381,9.7200
2017-12-26,sh.600489,15122360,-0.205766,9.7000
2017-12-27,sh.600489,21442411,0.309276,9.7300
2017-12-28,sh.600489,55200375,1.952729,9.9200
2017-12-29,sh.600489,32364374,-0.302417,9.8900
2018-01-02,sh.600489,30367243,1.112231,10.0000
2018-01-03,sh.600489,47321781,0.100002,10.0100
2018-01-04,sh.600489,27562067,-0.399600,9.9700
2018-01-05,sh.600489,42287864,0.501506,10.0200
2018-01-08,sh.600489,48933839,0.698600,10.0900
2018-01-09,sh.600489,42528684,-2.279490,9.8600
2018-01-10,sh.600489,36088049,-1.622717,9.7000
2018-01-11,sh.600489,23723053,1.237112,9.8200
2018-01-12,sh.600489,47622331,1.934832,10.0100
2018-01-15,sh.600489,44269460,-0.199805,9.9900
2018-01-16,sh.600489,38219209,0.700707,10.0600
2018-01-17,sh.600489,55276583,0.497010,10.1100
2018-01-18,sh.600489,32813920,-1.681504,9.9400
2018-01-19,sh.600489,30296078,0.503020,9.9900
2018-01-22,sh.600489,25024025,-0.700698,9.9200
2018-01-23,sh.600489,41302660,0.907260,10.0100
2018-01-24,sh.600489,33696232,0.000000,10.0100
2018-01-25,sh.600489,95103959,2.597405,10.2700
2018-01-26,sh.600489,46612439,-1.850054,10.0800
2018-01-29,sh.600489,38269583,-1.587300,9.9200
2018-01-30,sh.600489,28532780,-1.411294,9.7800
2018-01-31,sh.600489,31073595,0.102252,9.7900
2018-02-01,sh.600489,50225799,-5.209400,9.2800
2018-02-02,sh.600489,34927305,0.862068,9.3600
2018-02-05,sh.600489,25691062,-1.923070,9.1800
2018-02-06,sh.600489,72242242,2.287582,9.3900
2018-02-07,sh.600489,36368938,-0.212997,9.3700
2018-02-08,sh.600489,44533140,-3.094984,9.0800
2018-02-09,sh.600489,45205914,-5.176215,8.6100
2018-02-12,sh.600489,17894620,0.580722,8.6600
2018-02-13,sh.600489,17752172,0.461893,8.7000
2018-02-14,sh.600489,16878319,0.229890,8.7200
2018-02-22,sh.600489,26418139,0.229352,8.7400
2018-02-23,sh.600489,16635338,-0.343246,8.7100
2018-02-26,sh.600489,24749888,1.492539,8.8400
2018-02-27,sh.600489,20366437,-1.244351,8.7300
2018-02-28,sh.600489,16871210,-0.687279,8.6700
2018-03-01,sh.600489,15337072,0.000000,8.6700
2018-03-02,sh.600489,31740154,1.499425,8.8000
2018-03-05,sh.600489,17003707,0.000000,8.8000
2018-03-06,sh.600489,21520623,0.227267,8.8200
2018-03-07,sh.600489,25703090,-0.113370,8.8100
2018-03-08,sh.600489,16822141,0.340519,8.8400
2018-03-09,sh.600489,19348589,-0.452488,8.8000
2018-03-12,sh.600489,23859421,0.568184,8.8500
2018-03-13,sh.600489,21890990,0.225983,8.8700
2018-03-14,sh.600489,20943813,0.000000,8.8700
2018-03-15,sh.600489,20058448,-1.352874,8.7500
2018-03-16,sh.600489,15169191,-0.228577,8.7300
2018-03-19,sh.600489,11453631,-0.458190,8.6900
2018-03-20,sh.600489,15613484,1.035675,8.7800
2018-03-21,sh.600489,44541586,3.075176,9.0500
2018-03-22,sh.600489,36556132,-2.099453,8.8600
2018-03-23,sh.600489,138614339,5.417613,9.3400
2018-03-26,sh.600489,110347532,-0.535334,9.2900
2018-03-27,sh.600489,94196930,2.475786,9.5200
2018-03-28,sh.600489,85509605,-0.840345,9.4400
2018-03-29,sh.600489,47348229,-2.012707,9.2500
2018-03-30,sh.600489,29337517,0.324321,9.2800
2018-04-02,sh.600489,78080679,4.202590,9.6700
2018-04-03,sh.600489,82614763,0.000000,9.6700
2018-04-04,sh.600489,73080951,1.034130,9.7700
2018-04-09,sh.600489,53489373,-1.228258,9.6500
2018-04-10,sh.600489,43598185,-1.865278,9.4700
2018-04-11,sh.600489,79447533,3.484688,9.8000
2018-04-12,sh.600489,113188458,1.938771,9.9900
2018-04-13,sh.600489,58143794,-2.702698,9.7200
2018-04-16,sh.600489,75198024,1.440323,9.8600
2018-04-17,sh.600489,73451992,1.217037,9.9800
2018-04-18,sh.600489,48319968,-1.703398,9.8100
2018-04-19,sh.600489,48367994,0.101929,9.8200
2018-04-20,sh.600489,43778548,-2.443990,9.5800
2018-04-23,sh.600489,58248568,-6.158666,8.9900
2018-04-24,sh.600489,32024886,-0.222464,8.9700
2018-04-25,sh.600489,26245281,-0.780386,8.9000
2018-04-26,sh.600489,26049338,-0.112351,8.8900
