date,code,volume,pctChg,close,high,amount,turn
2017-06-01,sz.000799,4584190,-3.603600,17.1200,17.7800,80086431.0000,2.044672
2017-06-02,sz.000799,6046159,-2.745334,16.6500,17.0300,100245434.0000,2.696750
2017-06-05,sz.000799,3070510,1.981982,16.9800,16.9900,51497285.0000,1.369530
2017-06-06,sz.000799,2649901,1.001178,17.1500,17.1700,45253290.0000,1.181927
2017-06-07,sz.000799,5256942,3.615165,17.7700,17.8000,92223576.0000,2.344738
2017-06-08,sz.000799,4124561,0.168817,17.8000,17.9800,73497215.0000,1.839665
2017-06-09,sz.000799,9942678,4.494389,18.6000,19.5000,185523655.0000,4.434703
2017-06-12,sz.000799,8914181,1.397851,18.8600,19.4200,169602686.0000,3.975965
2017-06-13,sz.000799,4644834,-0.159070,18.8300,18.9100,86742920.0000,2.071721
2017-06-14,sz.000799,4111310,-0.318638,18.7700,19.1600,77702782.0000,1.833755
2017-06-15,sz.000799,3872455,-0.586045,18.6600,18.8900,71977166.0000,1.727219
2017-06-16,sz.000799,2279539,-0.428724,18.5800,18.8800,42522993.0000,1.016736
2017-06-19,sz.000799,2330195,0.699673,18.7100,18.9800,43781509.0000,1.039330
2017-06-20,sz.000799,2873518,-1.015492,18.5200,18.7900,53259896.0000,1.281667
2017-06-21,sz.000799,3664120,2.159825,18.9200,18.9200,68411820.0000,1.634296
2017-06-22,sz.000799,4328173,-2.484140,18.4500,19.0500,81254751.0000,1.930482
2017-06-23,sz.000799,7134157,-2.059626,18.0700,18.4600,128410754.0000,3.182026
2017-06-26,sz.000799,5272641,1.826231,18.4000,18.4500,96338843.0000,2.351740
2017-06-27,sz.000799,9008946,1.739129,18.7200,19.1900,169898025.0000,4.018233
2017-06-28,sz.000799,5342872,-1.869650,18.3700,18.9000,98915489.0000,2.383065
2017-06-29,sz.000799,3550050,-0.381065,18.3000,18.5400,65068992.0000,1.583418
2017-06-30,sz.000799,2458883,0.437158,18.3800,18.4700,45190079.0000,1.096728
2017-07-03,sz.000799,4173214,-1.196950,18.1600,18.4800,75815843.0000,1.861366
2017-07-04,sz.000799,3705864,-1.266517,17.9300,18.1700,66603494.0000,1.652915
2017-07-05,sz.000799,4854812,-0.278869,17.8800,17.9900,86672228.0000,2.165377
2017-07-06,sz.000799,3609829,-0.838924,17.7300,17.8900,64139364.0000,1.610081
2017-07-07,sz.000799,3144512,0.282014,17.7800,17.8600,55819163.0000,1.402537
2017-07-10,sz.000799,3208984,0.393699,17.8500,17.9200,57254345.0000,1.431293
2017-07-11,sz.000799,4547155,1.176465,18.0600,18.1700,81807440.0000,2.028154
2017-07-12,sz.000799,5458554,-1.328902,17.8200,18.2300,97216614.0000,2.434662
2017-07-13,sz.000799,18689497,7.239062,19.1100,19.4900,354454576.0000,8.336020
2017-07-14,sz.000799,25992104,9.994766,21.0200,21.0200,529636224.0000,11.593179
2017-07-17,sz.000799,29277081,0.380590,21.1000,21.8400,614723680.0000,13.058368
2017-07-18,sz.000799,18681629,0.710899,21.2500,21.4800,392303248.0000,8.332510
2017-07-19,sz.000799,16917186,0.376470,21.3300,21.5000,357797344.0000,7.545521
2017-07-20,sz.000799,15069479,-0.375058,21.2500,21.7400,322047312.0000,6.721394
2017-07-21,sz.000799,18741166,2.211761,21.7200,21.9700,403822944.0000,8.359065
2017-07-24,sz.000799,19522660,0.230208,21.7700,22.8200,434764576.0000,8.707633
2017-07-25,sz.000799,11083373,-2.618281,21.2000,21.9900,236740189.0000,4.943483
2017-07-26,sz.000799,12735844,0.754716,21.3600,21.5500,269936304.0000,5.680530
2017-07-27,sz.000799,10032802,0.327714,21.4300,21.6100,214674129.0000,4.474900
2017-07-28,sz.000799,24286682,8.726080,23.3000,23.4000,546880176.0000,10.832515
2017-07-31,sz.000799,36268289,10.000000,25.6300,25.6300,906110064.0000,16.176635
2017-08-01,sz.000799,26374437,-0.507215,25.5000,26.2600,674931904.0000,11.763710
2017-08-02,sz.000799,20215281,-0.588234,25.3500,25.7300,506450176.0000,9.016561
2017-08-03,sz.000799,16851272,-1.341223,25.0100,26.0000,425568064.0000,7.516122
2017-08-04,sz.000799,15590904,-3.758499,24.0700,24.8800,380647888.0000,6.953964
2017-08-07,sz.000799,30328702,10.012460,26.4800,26.4800,773174016.0000,13.527419
2017-08-08,sz.000799,23407435,-2.605735,25.7900,26.8700,612563824.0000,10.440347
2017-08-09,sz.000799,28891567,6.863120,27.5600,28.3400,788393376.0000,12.886418
2017-08-10,sz.000799,32479454,5.152395,28.9800,30.1500,941760768.0000,14.486712
2017-08-11,sz.000799,24626999,-2.553484,28.2400,29.7000,703412336.0000,10.984306
2017-08-14,sz.000799,26645389,1.770538,28.7400,29.1000,753883552.0000,11.884562
2017-08-15,sz.000799,16213721,-2.052888,28.1500,28.6600,458050608.0000,7.231757
2017-08-16,sz.000799,14158289,0.461815,28.2800,28.4500,395782880.0000,6.314979
2017-08-17,sz.000799,17267497,-2.050919,27.7000,28.3500,477940208.0000,7.701769
2017-08-18,sz.000799,16983869,-3.862822,26.6300,27.6600,458200080.0000,7.575264
2017-08-21,sz.000799,11730091,0.788588,26.8400,27.1200,314720704.0000,5.231937
2017-08-22,sz.000799,27796672,-4.843514,25.5400,26.6300,711170448.0000,12.398065
2017-08-23,sz.000799,14351979,0.665615,25.7100,25.9500,369175248.0000,6.401370
2017-08-24,sz.000799,18776412,-3.578367,24.7900,25.7000,468785488.0000,8.374786
2017-08-25,sz.000799,15345442,1.371514,25.1300,25.1800,383505744.0000,6.844481
2017-08-28,sz.000799,18605746,2.188624,25.6800,26.4500,481462960.0000,8.298665
2017-08-29,sz.000799,20103748,2.647976,26.3600,26.4400,521172544.0000,8.966814
2017-08-30,sz.000799,16734677,-0.682854,26.1800,26.5500,436825536.0000,7.464117
2017-08-31,sz.000799,12928106,-1.527882,25.7800,26.3500,333567216.0000,5.766284
2017-09-01,sz.000799,19305470,2.870441,26.5200,26.5300,505252656.0000,8.610760
2017-09-04,sz.000799,14688944,-1.583711,26.1000,26.6400,382913056.0000,6.551665
2017-09-05,sz.000799,9525949,-0.919539,25.8600,26.2100,246876524.0000,4.248830
2017-09-06,sz.000799,14476398,-2.668216,25.1700,25.7400,365902560.0000,6.456864
2017-09-07,sz.000799,12746733,1.191892,25.4700,25.5700,320885120.0000,5.685387
2017-09-08,sz.000799,9151170,-2.041612,24.9500,25.4400,229489528.0000,4.081669
2017-09-11,sz.000799,14260983,1.563124,25.3400,25.4800,355709088.0000,6.360783
2017-09-12,sz.000799,35980684,9.984218,27.8700,27.8700,957291232.4800,16.048355
2017-09-13,sz.000799,51126676,3.911009,28.9600,30.1000,1475929605.7800,22.803876
2017-09-14,sz.000799,29196752,0.483430,29.1000,29.5800,845552740.5900,13.022539
2017-09-15,sz.000799,20893596,-2.611685,28.3400,29.2800,594604491.6600,9.319107
2017-09-18,sz.000799,28206687,4.163727,29.5200,29.9400,829350673.5700,12.580943
2017-09-19,sz.000799,19692043,-3.184283,28.5800,29.7500,565925538.0700,8.783182
2017-09-20,sz.000799,19707567,-0.034990,28.5700,29.5800,566411025.5900,8.790106
2017-09-21,sz.000799,14348786,-2.695136,27.8000,28.8500,403103167.4400,6.399946
2017-09-22,sz.000799,10557905,-0.539567,27.6500,28.1400,293019457.1300,4.709110
2017-09-25,sz.000799,17610385,3.688971,28.6700,28.9400,498391350.2600,7.854707
2017-09-26,sz.000799,12922859,-1.953259,28.1100,28.8000,365147692.2000,5.763944
2017-09-27,sz.000799,13708669,-1.458555,27.7000,27.9900,377848611.0100,6.114436
2017-09-28,sz.000799,29810891,4.512635,28.9500,29.5500,858287924.0500,13.296461
2017-09-29,sz.000799,19180961,-2.037997,28.3600,29.2300,546760757.0200,8.555226
2017-10-09,sz.000799,13928259,0.000000,28.3600,28.6000,392517569.2300,6.212379
2017-10-10,sz.000799,19371206,2.891395,29.1800,29.4700,561376429.9800,8.640080
2017-10-11,sz.000799,35272990,3.803977,30.2900,31.4900,1068442805.7500,15.732705
2017-10-12,sz.000799,17575173,-0.990430,29.9900,30.2100,523131712.2500,7.839001
