date,code,volume,pctChg,close,high,amount,turn
2017-06-01,sh.603986,1607090,-0.501304,87.3300,90.7500,143461984.0000,3.214180
2017-06-02,sh.603986,1623660,2.210008,89.2600,89.9100,143152994.0000,3.247320
2017-06-05,sh.603986,1552737,1.109117,90.2500,93.1500,141855665.0000,3.105474
2017-06-06,sh.603986,1520854,-1.529083,88.8700,90.4100,134970380.0000,3.041708
2017-06-07,sh.603986,2126700,3.083153,91.6100,92.2800,193699058.0000,4.253400
2017-06-08,sh.603986,2286847,-3.689551,88.2300,92.2000,205376136.0000,4.573694
2017-06-09,sh.603986,907395,0.600701,88.7600,89.7700,80469814.0000,1.814790
2017-06-12,sh.603986,4678433,-10.004510,79.8800,88.5000,384502848.0000,9.356866
2017-06-13,sh.603986,3433176,0.062598,79.9300,80.5000,269890928.0000,6.866352
2017-06-14,sh.603986,1863343,-0.888276,79.2200,80.1700,147511961.0000,3.726686
2017-06-15,sh.603986,2410957,4.354957,82.6700,83.7100,196881404.0000,4.821914
2017-06-16,sh.603986,1217187,-1.185431,81.6900,83.7600,100035353.0000,2.434374
2017-06-19,sh.603986,983604,1.309829,82.7600,83.8800,81549608.0000,1.967208
2017-06-20,sh.603986,1495052,1.256647,83.8000,84.7000,124694227.0000,2.990104
2017-06-21,sh.603986,935518,-0.680191,83.2300,84.2000,77859894.0000,1.871036
2017-06-22,sh.603986,3251680,-7.172895,77.2600,84.1200,262014207.0000,6.503360
2017-06-23,sh.603986,1756224,0.103539,77.3400,77.8600,134464035.0000,3.512448
2017-06-26,sh.603986,2124040,2.728214,79.4500,79.9600,166912303.0000,4.248080
2017-06-27,sh.603986,1347057,-0.943990,78.7000,80.0000,106909740.0000,2.694114
2017-06-28,sh.603986,842336,-1.105458,77.8300,79.0000,65567338.0000,1.684672
2017-06-29,sh.603986,1333166,0.449696,78.1800,79.9000,105285073.0000,2.666332
2017-06-30,sh.603986,1314533,-0.473270,77.8100,78.8500,102433345.0000,2.629066
2017-07-03,sh.603986,2953158,8.032387,84.0600,85.0000,243386671.0000,5.906316
2017-07-04,sh.603986,1380534,-1.130141,83.1100,85.0800,115544305.0000,2.761068
2017-07-05,sh.603986,1490542,0.721933,83.7100,84.5600,124338628.0000,2.981084
