date,code,volume,pctChg,close,high,amount,turn
2017-06-01,sh.600919,96507019,3.433006,9.3400,9.4600,899029760.0000,8.359567
2017-06-02,sh.600919,128531987,2.783728,9.6000,9.7000,1227902640.0000,11.133612
2017-06-05,sh.600919,53651779,-0.729173,9.5300,9.5600,509409968.0000,4.647389
2017-06-06,sh.600919,47282990,-0.106954,9.3400,9.4100,440052144.0000,4.095716
2017-06-07,sh.600919,60108931,0.321196,9.3700,9.4400,562827104.0000,5.206716
2017-06-08,sh.600919,55703789,0.213452,9.3900,9.4100,519805904.0000,4.825137
2017-06-09,sh.600919,44929448,-0.106499,9.3800,9.4300,421093664.0000,3.891849
2017-06-12,sh.600919,40067137,-0.639663,9.3200,9.4800,376744464.0000,3.470669
2017-06-13,sh.600919,34528036,-0.429184,9.2800,9.3100,319655632.0000,2.990865
2017-06-14,sh.600919,19383600,-0.754307,9.2100,9.3000,179033374.0000,1.679033
2017-06-15,sh.600919,27121705,0.325730,9.2400,9.3000,250533537.0000,2.349318
2017-06-16,sh.600919,24675492,-1.190472,9.1300,9.2700,226697308.0000,2.137424
2017-06-19,sh.600919,17918050,0.547647,9.1800,9.2000,164293048.0000,1.552085
2017-06-20,sh.600919,16963318,0.108925,9.1900,9.2100,155709008.0000,1.469385
2017-06-21,sh.600919,17812701,0.217633,9.2100,9.2600,163872022.0000,1.542960
2017-06-22,sh.600919,81625307,1.194350,9.3200,9.4800,764597120.0000,7.070493
2017-06-23,sh.600919,45232029,-0.965667,9.2300,9.3100,417137040.0000,3.918059
2017-06-26,sh.600919,30480596,0.325035,9.2600,9.3400,282404048.0000,2.640270
2017-06-27,sh.600919,35191690,0.863930,9.3400,9.3500,327003264.0000,3.048351
2017-06-28,sh.600919,45437751,0.535334,9.3900,9.4600,426146176.0000,3.935879
2017-06-29,sh.600919,22792640,-0.319496,9.3600,9.4100,213199665.0000,1.974329
2017-06-30,sh.600919,21223661,-0.747860,9.2900,9.3400,197272374.0000,1.838422
2017-07-03,sh.600919,16211750,0.107645,9.3000,9.3500,150731694.0000,1.404283
2017-07-04,sh.600919,23903284,-1.182802,9.1900,9.3100,220696735.0000,2.070534
2017-07-05,sh.600919,18306938,0.435255,9.2300,9.2500,168736196.0000,1.585771
2017-07-06,sh.600919,21391554,-0.433369,9.1900,9.2600,196868249.0000,1.852965
2017-07-07,sh.600919,19465227,-0.108806,9.1800,9.2100,178427077.0000,1.686104
2017-07-10,sh.600919,17120876,-0.326805,9.1500,9.1900,156832803.0000,1.483033
2017-07-11,sh.600919,42468675,0.874316,9.2300,9.3300,392826464.0000,3.678693
2017-07-12,sh.600919,41205782,0.541714,9.2800,9.3600,382665264.0000,3.569300
2017-07-13,sh.600919,50456323,0.969829,9.3700,9.3800,469986384.0000,4.370594
2017-07-14,sh.600919,44978163,0.106726,9.3800,9.4800,422524064.0000,3.896069
2017-07-17,sh.600919,190490608,3.731337,9.7300,10.1900,1845546048.0000,16.500551
2017-07-18,sh.600919,94722815,-0.102767,9.7200,9.7500,913306976.0000,8.205017
2017-07-19,sh.600919,101747566,1.028801,9.8200,9.9400,999140320.0000,8.813510
2017-07-20,sh.600919,60240502,-0.610993,9.7600,9.8300,586047616.0000,5.218113
2017-07-21,sh.600919,53643059,-1.844265,9.5800,9.7400,515981344.0000,4.646633
2017-07-24,sh.600919,51274221,1.043845,9.6800,9.7300,494011824.0000,4.441441
2017-07-25,sh.600919,42294244,-1.859507,9.5000,9.7000,405475792.0000,3.663584
2017-07-26,sh.600919,52722716,-0.421052,9.4600,9.5900,498198928.0000,4.566912
2017-07-27,sh.600919,40194721,-0.528543,9.4100,9.4500,376485840.0000,3.481720
2017-07-28,sh.600919,82687561,-2.550476,9.1700,9.3000,763082128.0000,7.162507
2017-07-31,sh.600919,73961676,-1.635765,9.0200,9.1000,665747680.0000,6.406659
2017-08-01,sh.600919,55961995,1.219508,9.1300,9.1900,510218784.0000,4.847503
2017-08-02,sh.600919,152386575,-1.642942,8.9800,9.0600,1360493712.0000,2.629693
2017-08-03,sh.600919,64940318,-0.779507,8.9100,8.9600,578157296.0000,1.120657
2017-08-04,sh.600919,45639090,0.000000,8.9100,8.9400,406243280.0000,0.787581
2017-08-07,sh.600919,30450911,-0.112236,8.9000,8.9100,270656752.0000,0.525483
2017-08-08,sh.600919,35293716,-0.224714,8.8800,8.9000,313366960.0000,0.609054
2017-08-09,sh.600919,54620130,-1.238735,8.7700,8.8800,481196784.0000,0.942564
2017-08-10,sh.600919,41238541,0.342072,8.8000,8.8600,363000272.0000,0.711642
2017-08-11,sh.600919,37533899,-1.250007,8.6900,8.7800,327188912.0000,0.647712
2017-08-14,sh.600919,30860208,0.230155,8.7100,8.7200,268299044.0000,0.532546
2017-08-15,sh.600919,46830124,0.688868,8.7700,8.8500,411340304.0000,0.808134
2017-08-16,sh.600919,40125589,0.114017,8.7800,8.8000,351950592.0000,0.692436
2017-08-17,sh.600919,27845526,0.113898,8.7900,8.7900,244153953.0000,0.480523
2017-08-18,sh.600919,63371244,-0.910124,8.7100,8.7600,552449376.0000,1.093580
2017-08-21,sh.600919,72601661,-0.803670,8.6400,8.7100,627014560.0000,1.252867
2017-08-22,sh.600919,37362670,0.231476,8.6600,8.6800,323355888.0000,0.644757
2017-08-23,sh.600919,51556156,0.923787,8.7400,8.7600,449477360.0000,0.889690
2017-08-24,sh.600919,34253249,-0.915331,8.6600,8.7400,297570080.0000,0.591099
2017-08-25,sh.600919,88753990,1.501156,8.7900,8.8000,777181632.0000,1.531603
2017-08-28,sh.600919,116535571,1.365186,8.9100,8.9800,1033884400.0000,2.011022
2017-08-29,sh.600919,55256813,-0.785631,8.8400,8.9000,488886112.0000,0.953552
2017-08-30,sh.600919,47393506,-0.452488,8.8000,8.8800,418297344.0000,0.817857
2017-08-31,sh.600919,44670779,-0.113639,8.7900,8.8100,392137984.0000,0.770871
2017-09-01,sh.600919,32727833,0.227537,8.8100,8.8100,287347248.0000,0.564775
2017-09-04,sh.600919,31885953,-0.340530,8.7800,8.8000,279700384.0000,0.550247
2017-09-05,sh.600919,39370111,0.113898,8.7900,8.8500,346558704.0000,0.679399
