date,code,volume,pctChg,close
2017-06-01,sz.000792,5152190,-1.624291,13.9300
2017-06-02,sz.000792,4895890,1.651109,14.1600
2017-06-05,sz.000792,3838992,0.000000,14.1600
2017-06-06,sz.000792,4338126,0.635594,14.2500
2017-06-07,sz.000792,7383455,1.333330,14.4400
2017-06-08,sz.000792,5887143,-0.484762,14.3700
2017-06-09,sz.000792,6339877,-0.626306,14.2800
2017-06-12,sz.000792,5345075,-2.100842,13.9800
2017-06-13,sz.000792,13266383,4.434913,14.6000
2017-06-14,sz.000792,10165904,0.205478,14.6300
2017-06-15,sz.000792,7551361,1.161996,14.8000
2017-06-16,sz.000792,5445191,-0.878379,14.6700
2017-06-19,sz.000792,5955971,0.204703,9.7900
2017-06-20,sz.000792,17126777,1.532172,9.9400
2017-06-21,sz.000792,10254498,-0.201202,9.9200
2017-06-22,sz.000792,20421399,2.721769,10.1900
2017-06-23,sz.000792,61227481,5.593726,10.7600
2017-06-26,sz.000792,34940041,-0.092939,10.7500
2017-06-27,sz.000792,18245380,-1.023253,10.6400
2017-06-28,sz.000792,15815448,-1.691732,10.4600
2017-06-29,sz.000792,16139830,-1.147226,10.3400
2017-06-30,sz.000792,14707975,1.063826,10.4500
2017-07-03,sz.000792,19409959,2.200962,10.6800
2017-07-04,sz.000792,14691972,-1.779031,10.4900
2017-07-05,sz.000792,18212136,0.762630,10.5700
2017-07-06,sz.000792,35801599,2.175974,10.8000
2017-07-07,sz.000792,31036835,2.129625,11.0300
2017-07-10,sz.000792,24934542,-1.903899,10.8200
2017-07-11,sz.000792,17095295,-1.848427,10.6200
2017-07-12,sz.000792,24038876,2.259885,10.8600
2017-07-13,sz.000792,21232327,-1.289129,10.7200
2017-07-14,sz.000792,11890026,-1.026125,10.6100
2017-07-17,sz.000792,38694719,-9.990570,9.5500
2017-07-18,sz.000792,14161559,1.884810,9.7300
2017-07-19,sz.000792,23100014,4.727647,10.1900
2017-07-20,sz.000792,30772881,4.023561,10.6000
2017-07-21,sz.000792,16092641,-0.754716,10.5200
2017-07-24,sz.000792,17091821,-0.190118,10.5000
2017-07-25,sz.000792,18348735,-0.571433,10.4400
2017-07-26,sz.000792,37735508,5.363989,11.0000
2017-07-27,sz.000792,29262452,-0.727272,10.9200
2017-07-28,sz.000792,39853550,2.838823,11.2300
2017-07-31,sz.000792,54206659,3.205705,11.5900
2017-08-01,sz.000792,28800583,-1.121657,11.4600
2017-08-02,sz.000792,85874650,5.322859,12.0700
2017-08-03,sz.000792,64383508,3.148303,12.4500
2017-08-04,sz.000792,48098650,-4.738957,11.8600
2017-08-07,sz.000792,24965499,1.602028,12.0500
2017-08-08,sz.000792,31810883,-1.493778,11.8700
2017-08-09,sz.000792,21817468,1.010951,11.9900
2017-08-10,sz.000792,44117467,-5.254380,11.3600
2017-08-11,sz.000792,34532685,-3.169011,11.0000
2017-08-14,sz.000792,20508300,2.000002,11.2200
2017-08-15,sz.000792,16692936,-0.534763,11.1600
2017-08-16,sz.000792,14726639,-0.716845,11.0800
2017-08-17,sz.000792,16319094,0.902531,11.1800
2017-08-18,sz.000792,15557456,-1.520573,11.0100
2017-08-21,sz.000792,19672100,3.088103,11.3500
2017-08-22,sz.000792,17477934,-0.704845,11.2700
2017-08-23,sz.000792,12969997,-0.088733,11.2600
2017-08-24,sz.000792,13017180,-1.598582,11.0800
2017-08-25,sz.000792,12938696,1.263541,11.2200
2017-08-28,sz.000792,14072593,0.267377,11.2500
2017-08-29,sz.000792,11204709,0.000000,11.2500
2017-08-30,sz.000792,10873564,0.000000,11.2500
2017-08-31,sz.000792,41253242,3.466670,11.6400
2017-09-01,sz.000792,28614921,0.601372,11.7100
2017-09-04,sz.000792,24544916,-0.512386,11.6500
2017-09-05,sz.000792,26537227,1.115881,11.7800
2017-09-06,sz.000792,40181596,1.188458,11.9200
2017-09-07,sz.000792,24231881,-1.510070,11.7400
2017-09-08,sz.000792,73558105,9.028964,12.8000
2017-09-11,sz.000792,141868068,9.999998,14.0800
2017-09-12,sz.000792,211223775,-1.491477,13.8700
2017-09-13,sz.000792,106046057,1.802451,14.1200
2017-09-14,sz.000792,156428164,4.957506,14.8200
2017-09-15,sz.000792,203433402,7.489883,15.9300
2017-09-18,sz.000792,149333580,0.062770,15.9400
2017-09-19,sz.000792,205807792,6.649940,17.0000
2017-09-20,sz.000792,188655902,10.000000,18.7000
2017-09-21,sz.000792,282480384,0.695183,18.8300
2017-09-22,sz.000792,196000333,-6.585235,17.5900
2017-09-25,sz.000792,224555112,3.467883,18.2000
2017-09-26,sz.000792,242323281,9.999998,20.0200
2017-09-27,sz.000792,230907441,-2.797210,19.4600
2017-09-28,sz.000792,146318570,0.102777,19.4800
