9.940654,8.232127,7.356598,-4.413475,2.169300,0.626100,1.232900,-1.126500,0.541386,2.254444,2.613007,2.039372,4.252739,4.495747,2018-02-27,sh.603993
0.716851,4.982207,5.084743,-1.827958,0.570500,0.590700,-0.494800,-0.569700,1.110684,2.038245,2.018772,2.071036,3.614457,5.585980,2018-03-14,sh.603993
0.892856,2.876109,-0.430107,0.000000,-0.058900,2.500400,-0.584300,0.923200,1.326834,1.667375,0.922099,0.957573,-0.431965,0.863931,2018-09-26,sh.603993
-2.083331,3.191493,4.896909,-1.474200,-2.183400,1.020600,1.352600,0.132700,0.636414,1.143868,1.961315,1.812690,4.488774,5.985037,2018-11-01,sh.603993
1.319260,1.562505,4.102560,-0.246299,0.349300,1.302300,1.362100,0.678100,0.931170,0.721253,1.481216,1.180174,3.456787,5.432099,2019-02-12,sh.603993
1.035201,3.893444,1.577908,-7.572813,0.880900,1.566800,0.139200,-4.395900,1.626345,3.117942,2.954722,2.360710,1.890749,2.100840,2019-03-08,sh.603993
1.081100,0.802100,0.000000,0.265300,0.838000,-0.116900,-0.410100,0.745300,1.137762,1.738156,0.856321,0.869109,1.322800,2.910053,2019-09-12,sh.603993
0.000000,9.919600,2.439000,-0.952400,-1.403890,0.672652,-0.026822,0.854293,0.913721,4.746062,3.741866,1.975675,4.086500,8.894231,2019-12-26,sh.603993
10.046700,6.581700,7.968100,-0.369000,0.869326,-0.711538,0.376247,2.283676,3.341672,5.673404,5.963884,3.828273,-2.777800,0.370370,2020-02-17,sh.603993
3.200000,5.168000,6.879600,-0.919500,2.134458,2.013975,5.711348,0.373737,1.385595,2.056362,2.359152,2.238608,3.016200,3.944316,2020-07-07,sh.603993
3.083700,3.632500,1.443300,-3.252000,0.110503,0.174313,0.263453,-0.957574,2.294255,2.739480,2.585287,1.715822,-3.991600,-2.100840,2020-08-07,sh.603993
1.449300,0.952400,2.358500,-2.765000,1.302636,-0.240180,1.859050,-0.402676,0.868233,0.928976,1.503414,0.949796,-0.473900,1.184834,2020-11-10,sh.603993
0.476200,3.080600,6.206900,-3.030300,-0.105430,-0.855854,1.113699,-0.211361,0.608110,1.582660,2.769094,1.854613,2.008900,3.794643,2020-11-17,sh.603993
3.501100,1.479900,1.250000,-4.732500,0.435288,1.088401,-0.341703,-1.190044,1.808319,2.241888,1.585588,1.386139,-1.079900,0.863931,2020-11-25,sh.603993
0.819700,9.959300,9.981500,-4.033600,-0.567841,0.994593,0.021280,-0.537170,0.971942,3.147141,3.854920,3.504017,2.627000,5.429072,2020-12-29,sh.603993
2.627000,6.655300,4.480000,-2.450200,1.048124,1.716720,0.860596,0.734188,3.041292,2.902012,3.018546,2.543005,5.965500,6.750392,2021-01-05,sh.603993
5.965500,9.037000,0.543500,-8.648600,0.629131,0.713286,-0.170471,-1.081491,2.522013,3.752812,3.271429,2.843024,1.775100,4.437870,2021-01-11,sh.603993
1.774200,3.169600,2.918600,-6.268700,1.065340,-0.400813,0.484883,-1.512293,1.784469,1.915615,2.075430,1.418037,1.433100,3.025478,2021-01-26,sh.603993
5.098700,2.973400,10.030400,-1.519300,2.011136,1.431918,0.554545,0.566228,1.295332,1.245872,2.590835,2.430584,6.591900,9.957924,2021-02-19,sh.603993
2.926000,4.013400,4.983900,-5.359900,-0.161707,-0.651167,0.266661,0.404158,1.033722,1.394870,1.254525,1.043984,0.000000,1.294498,2021-05-11,sh.603993
1.451600,5.723400,3.759400,-5.072500,-0.793862,-0.040159,0.673879,0.526696,1.989607,1.982288,1.815443,1.522775,1.068700,6.259542,2021-07-13,sh.603993
1.510600,0.148800,1.188700,-1.615300,1.022788,-0.709377,-0.005122,-0.065892,1.249282,1.628540,1.207643,1.096457,5.074600,6.716418,2021-07-20,sh.603993
3.098600,0.546400,5.434800,-1.159800,0.737314,-1.093650,0.585219,0.170194,1.744294,1.600591,1.853360,2.058325,1.955700,2.086050,2021-08-30,sh.603993
3.829800,8.469900,6.675100,-6.847700,0.488223,0.270250,0.331127,-1.420337,1.210023,3.589228,3.009108,1.810400,-0.126700,0.887199,2021-09-14,sh.603993
1.435183,10.001140,2.100515,-2.113179,0.570500,0.590700,-0.494800,-0.569700,1.621310,1.659129,1.797054,1.409676,3.611835,3.777893,2018-03-14,sh.603986
6.673446,3.683705,-0.541091,-2.027303,-0.603900,1.050700,-1.400800,1.224800,1.811457,2.018348,1.524968,1.498393,3.096026,4.012782,2018-03-29,sh.603986
3.096026,5.660569,0.423201,-4.295566,0.264700,-0.180400,-0.839200,-0.176000,1.675681,2.373776,1.525131,1.203431,-2.286719,1.015762,2018-04-04,sh.603986
0.086677,0.914169,-3.509107,-0.919063,-0.184800,-0.731200,-3.775000,0.272000,0.938460,0.858805,1.477277,1.079244,-9.674850,-0.279274,2018-06-20,sh.603986
9.949342,-0.912272,5.235753,-3.437617,2.171700,-2.523700,0.408200,-0.996100,1.685095,1.321746,1.836290,1.445622,-6.149898,-0.356914,2018-07-04,sh.603986
6.449840,0.731559,2.170199,-2.182640,-0.228200,-0.605500,-0.565600,-0.388400,2.088752,1.293617,1.458726,1.374552,-0.812178,1.162691,2018-07-18,sh.603986
1.224130,3.253870,1.533535,-9.800827,0.256200,-1.803200,-2.000700,-0.996400,0.527365,1.491881,1.203107,1.370583,-3.680191,-0.515227,2018-08-03,sh.603986
7.412998,4.101505,3.121347,-4.954641,1.833500,0.033200,-0.337600,-0.176200,1.221002,1.036849,1.035497,1.094188,-3.726136,0.890235,2018-08-14,sh.603986
4.923072,2.228745,0.258176,-1.001437,0.414100,0.387000,-0.182400,-0.104900,1.828198,1.663583,1.336521,1.071607,-3.005772,0.549133,2019-01-29,sh.603986
5.317078,9.998773,4.231500,-0.547741,1.905100,5.600700,-0.667500,0.418400,1.847773,1.916812,1.977415,1.208800,-0.647946,2.462203,2019-02-27,sh.603986
1.339714,2.086874,5.448154,-8.333334,-4.395900,1.923700,1.100600,-1.090000,2.080291,1.662392,1.486432,1.618439,-3.827751,-1.913876,2019-03-13,sh.603986
2.044400,-0.827500,6.719400,-1.234600,0.485200,-1.168600,1.348900,-0.290700,1.085130,0.905550,1.717271,1.902940,2.575000,4.366667,2019-08-28,sh.603986
6.873000,4.355800,4.858700,0.569600,-0.162000,1.312100,0.206800,0.930300,2.393845,1.668306,1.601924,1.209476,-1.982500,3.094564,2019-09-04,sh.603986
1.967400,9.048600,10.000000,-4.110000,0.456200,0.239000,-0.976900,0.277600,1.253408,2.535593,2.155121,2.028124,-8.387300,0.636280,2019-09-24,sh.603986
2.643900,4.398800,-0.318100,-3.127700,0.050200,0.502200,-0.431900,-0.023700,1.094848,1.559591,0.803060,0.823866,4.107200,5.058936,2019-10-24,sh.603986
