sh.603737,-1.902061,-2.021451,0.210523
sh.601998,-2.627506,2.380946,1.550394
sh.601377,-3.861524,-1.385040,-3.932581
sh.601229,-3.243677,2.207690,-1.599998
sh.601211,-4.102569,-2.333493,-2.887008
sh.601111,-1.371208,2.085402,-3.891047
sh.600999,-3.321232,-2.737511,-3.145704
sh.600958,-3.418800,2.011263,-3.233437
sh.600837,-3.648064,-2.152932,-3.566011
sh.600745,-0.894701,1.111117,-0.446432
sh.600703,-2.690288,-3.506403,0.628925
sh.600115,-1.490069,1.176473,-2.990030
sh.600030,-0.689096,-1.836738,-2.245318
sh.600029,-1.066341,3.113764,-3.019736
sz.002920,-1.402418,-2.765701,4.754165
sz.002241,-4.162224,-2.227170,1.138957
sz.000776,-3.015070,-2.072542,-3.057028
sz.000617,-4.981413,3.677623,-4.150945
sz.000166,-3.372678,0.000000,-4.013962
sz.000063,-1.352688,-1.505013,1.188450
