sh.603806,-4.435100,-9.469700,-0.018100
sh.601995,-7.716000,-4.602100,-4.087600
sh.601901,-2.600200,-2.224700,-0.113800
sh.601881,-2.812800,-2.994000,-1.851900
sh.601601,-5.662300,-3.601300,-0.264200
sh.601377,-2.469100,-4.113900,-0.770100
sh.601066,-5.755600,-3.857100,-0.037100
sh.600893,-2.965400,-2.920200,-8.009800
sh.600760,-3.754900,-3.450700,-5.178700
sh.600588,-3.871300,2.921200,0.385800
sh.600030,-3.052800,-2.510600,-0.174600
sh.600010,-3.717500,-2.316600,-3.952600
sz.002594,-3.916000,-3.959000,-0.925800
sz.000301,-2.815900,-5.089200,-1.878700
