sh.603833,-1.228700,-0.035500,-2.835600
sh.603659,-4.193500,-2.222200,-1.343000
sh.603501,-4.159200,1.303700,-0.581800
sh.601998,-0.312500,-1.724100,-1.435400
sh.601628,-2.569800,-0.114700,1.320300
sh.601390,-1.011800,-0.681400,-3.087500
sh.601166,-0.099200,-1.340000,-1.006000
sh.600015,-0.259100,-0.779200,-1.439800
sh.600009,-0.458300,-0.409300,-0.089900
sz.002812,-0.080000,-1.441900,-2.194500
sz.002709,-2.443200,0.174700,-2.325600
sz.002466,-3.377000,1.141200,-3.314500
sz.002460,-0.593700,2.303800,-2.377000
