sh.603993,-6.268700,1.433100,-6.907400
sh.603899,-1.918400,-0.645000,-3.015700
sh.603882,-2.145800,1.918700,-4.425900
sh.603799,-5.553900,9.619900,-5.747700
sh.603259,-6.268300,-1.918200,-2.511100
sh.601727,-2.142900,0.547400,-1.270400
sh.601377,-6.803500,-2.665100,-0.833300
sh.600779,-6.199100,2.430600,-3.344600
sh.600660,-6.710600,5.226900,-5.446400
sh.600588,-2.211400,-0.660400,-9.145900
sh.600519,-1.522300,-2.469300,-0.047900
sh.600406,-3.107300,1.749300,-6.335600
sz.002812,-3.499000,-0.609100,-2.962200
sz.002594,-2.223100,1.093500,-4.918300
sz.002466,-1.858300,-0.576900,-0.907600
sz.002415,-3.769400,6.113700,-7.426200
sz.002064,-3.278700,1.842300,-2.026000
sz.000596,-3.199500,-0.802100,1.991100
sz.000333,-3.961600,0.010200,-2.848400
sz.000301,-1.993600,-3.084000,-7.176700
sz.000157,-5.168200,5.017300,-2.306400
sz.000039,-5.790900,-5.065500,-9.772200
