sh.601989,-2.301300,3.854400,-4.329900
sh.601898,-6.082500,4.500500,-3.676500
sh.601857,-1.518000,5.973000,3.818200
sh.601618,-2.069000,3.873200,-9.152500
sh.601600,-1.063800,10.000000,-5.571800
sh.601225,-5.156000,8.657700,-3.026600
sh.601186,-0.764200,-0.220000,-4.410100
sh.601088,-6.627800,6.919600,-3.298500
sh.601018,-1.425200,1.927700,-1.654800
sh.600958,-4.291100,0.794600,-3.040500
sh.600426,-4.109600,7.010600,-3.584700
sh.600346,-0.069400,4.758600,-0.232100
sh.600150,-9.314400,1.450900,-5.494900
sh.600050,-1.594500,-0.231500,-1.856100
sh.600028,-2.150500,3.296700,-1.063800
sh.600010,-3.599000,1.600000,-3.937000
sz.002601,-3.300400,6.213500,-0.961300
sz.000039,-2.558100,3.389000,-5.401700
