sh.603486,-3.740200,2.576700,2.711300
sh.601966,-0.526800,1.721100,-1.388300
sh.601933,-2.662400,-0.547000,-0.110000
sh.601901,-0.129700,1.428600,-2.048700
sh.601698,-9.189800,10.000000,5.117000
sh.601669,-0.515500,0.777200,-0.514100
sh.601377,-0.154600,1.548000,-1.067100
sh.601360,-3.265000,2.120300,6.525400
sh.601127,-0.528000,1.061600,-1.890800
sh.601012,-1.025600,2.164000,-2.267300
sh.600588,0.258900,9.992300,-0.657300
sh.600570,-0.636900,4.540600,-1.839500
sh.600438,-0.401100,10.000000,10.006100
sh.600426,0.163500,3.699700,-0.419700
sz.000895,-1.786300,0.185000,-0.369200
