sh.603993,0.265300,1.322800,-2.872100
sh.603799,-1.001400,0.289000,-2.341500
sh.603659,-0.609800,1.322900,-3.103100
sh.603501,-3.672900,-1.280700,2.466800
sh.601788,0.731100,-1.048400,-2.200500
sh.601211,0.521100,-1.296000,-2.731100
sh.600958,0.267600,-2.669000,-2.193800
sh.600893,-0.695300,-0.906100,-3.325000
sh.600584,-1.838200,3.798800,-5.773200
sh.600188,0.175400,-0.613000,-0.528600
sh.600061,0.364700,-1.090100,-3.600300
sz.002938,-2.562800,4.136900,-0.931800
sz.002812,-0.313900,1.668800,-2.229800
sz.002736,-0.441200,-1.698700,-3.681400
sz.002050,-0.230600,2.080100,-1.283000
sz.000100,-1.063800,-0.806500,0.271000
