sh.601668,-0.898203,-1.057397,0.763354
sh.601618,-0.804289,2.162160,-0.529100
sh.601601,-0.133154,2.319997,2.658328
sh.601398,0.166670,-1.164728,0.673400
sh.601328,-0.461542,-1.236475,0.469487
sh.601288,-0.257069,-1.030933,0.260416
sh.601166,-1.310682,-0.983772,0.844511
sh.601009,-1.505380,-0.545854,0.548849
sh.600926,-0.883977,0.000000,0.445930
sh.600362,-0.117225,-0.469494,-1.002348
sh.600016,-0.747387,-0.451803,0.302572
sh.600015,-0.229363,0.574715,-0.799996
sh.600000,-0.334728,0.000000,0.839634
